-200.0, 0.0, -200.0, 1 
-150.0, 0.0, -200.0, 1 
-100.0, 0.0, -200.0, 1 
-50.0, 0.0, -200.0, 1 
0.0, 0.0, -200.0, 1 
50.0, 0.0, -200.0, 1 
100.0, 0.0, -200.0, 1 
150.0, 0.0, -200.0, 1 
200.0, 0.0, -200.0, 1 
250.0, 0.0, -200.0, 1 
-200.0, 0.0, -150.0, 1 
-150.0, 0.0, -150.0, 0 
-100.0, 0.0, -150.0, 0 
-50.0, 0.0, -150.0, 0 
0.0, 0.0, -150.0, 0 
50.0, 0.0, -150.0, 0 
100.0, 0.0, -150.0, 1 
150.0, 0.0, -150.0, 0 
200.0, 0.0, -150.0, 0 
250.0, 0.0, -150.0, 1 
-200.0, 0.0, -100.0, 1 
-150.0, 0.0, -100.0, 0 
-100.0, 0.0, -100.0, 0 
-50.0, 0.0, -100.0, 0 
0.0, 0.0, -100.0, 0 
50.0, 0.0, -100.0, 0 
100.0, 0.0, -100.0, 1 
150.0, 0.0, -100.0, 0 
200.0, 0.0, -100.0, 0 
250.0, 0.0, -100.0, 1 
-200.0, 0.0, -50.0, 1 
-150.0, 0.0, -50.0, 0 
-100.0, 0.0, -50.0, 0 
-50.0, 0.0, -50.0, 0 
0.0, 0.0, -50.0, 0 
50.0, 0.0, -50.0, 0 
100.0, 0.0, -50.0, 1 
150.0, 0.0, -50.0, 0 
200.0, 0.0, -50.0, 0 
250.0, 0.0, -50.0, 1 
-200.0, 0.0, 0.0, 1 
-150.0, 0.0, 0.0, 0 
-100.0, 0.0, 0.0, 0 
-50.0, 0.0, 0.0, 0 
0.0, 0.0, 0.0, 0 
50.0, 0.0, 0.0, 0 
100.0, 0.0, 0.0, 1 
150.0, 0.0, 0.0, 0 
200.0, 0.0, 0.0, 0 
250.0, 0.0, 0.0, 1 
-200.0, 0.0, 50.0, 1 
-150.0, 0.0, 50.0, 0 
-100.0, 0.0, 50.0, 0 
-50.0, 0.0, 50.0, 0 
0.0, 0.0, 50.0, 0 
50.0, 0.0, 50.0, 0 
100.0, 0.0, 50.0, 0 
150.0, 0.0, 50.0, 0 
200.0, 0.0, 50.0, 0 
250.0, 0.0, 50.0, 1 
-200.0, 0.0, 100.0, 1 
-150.0, 0.0, 100.0, 0 
-100.0, 0.0, 100.0, 1 
-50.0, 0.0, 100.0, 1 
0.0, 0.0, 100.0, 0 
50.0, 0.0, 100.0, 0 
100.0, 0.0, 100.0, 0 
150.0, 0.0, 100.0, 0 
200.0, 0.0, 100.0, 0 
250.0, 0.0, 100.0, 1 
-200.0, 0.0, 150.0, 1 
-150.0, 0.0, 150.0, 0 
-100.0, 0.0, 150.0, 0 
-50.0, 0.0, 150.0, 1 
0.0, 0.0, 150.0, 0 
50.0, 0.0, 150.0, 0 
100.0, 0.0, 150.0, 0 
150.0, 0.0, 150.0, 0 
200.0, 0.0, 150.0, 0 
250.0, 0.0, 150.0, 1 
-200.0, 0.0, 200.0, 1 
-150.0, 0.0, 200.0, 0 
-100.0, 0.0, 200.0, 0 
-50.0, 0.0, 200.0, 0 
0.0, 0.0, 200.0, 0 
50.0, 0.0, 200.0, 0 
100.0, 0.0, 200.0, 0 
150.0, 0.0, 200.0, 0 
200.0, 0.0, 200.0, 0 
250.0, 0.0, 200.0, 1 
-200.0, 0.0, 250.0, 1 
-150.0, 0.0, 250.0, 1 
-100.0, 0.0, 250.0, 1 
-50.0, 0.0, 250.0, 1 
0.0, 0.0, 250.0, 1 
50.0, 0.0, 250.0, 1 
100.0, 0.0, 250.0, 1 
150.0, 0.0, 250.0, 1 
200.0, 0.0, 250.0, 1 
250.0, 0.0, 250.0, 1 
